"bonus","chain","co_owned","date","empft","emppt","firstinc","hrsopen","inctime","meals","ncalls","nmgrs","nregs","nregs11","observation","open","pctaff","pentree","pfry","psoda","region","sheet","special","state","status","type","wage_st","emptot","pct_fte","time","treated"
"yes","roys","no",NA,10,20,0.15,16,26,"reduced price meals",3,4,5,3,"February 1992",6,50,0.95,1.02,1.12,"northj",186,NA,"New Jersey",NA,NA,4.75,24,41.6666666666667,0,1
"no","roys","no",NA,4,15,0.2,15,39,"reduced price meals",0,3,4,2,"February 1992",7,95,1.12,1.07,1.12,"northj",189,NA,"New Jersey",NA,NA,4.75,14.5,27.5862068965517,0,1
"yes","wendys","no",NA,20,10,0.17,12,26,"reduced price meals",2,4,2,2,"February 1992",10,10,1.06,0.85,0.91,"northj",192,NA,"New Jersey",NA,NA,4.87,29,68.9655172413793,0,1
"yes","wendys","no",NA,1,13,0.12,11,13,"reduced price meals",3,3,2,1,"February 1992",10,NA,0.99,0.85,0.95,"northj",193,NA,"New Jersey",NA,NA,4.5,10.5,9.52380952380952,0,1
"yes","wendys","no",NA,0,30,NA,11.5,26,"reduced price meals",3,3,2,2,"February 1992",10.5,100,1.06,0.85,1.06,"northj",195,NA,"New Jersey",NA,NA,4.25,18,0,0,1
"yes","bk","no",NA,NA,NA,0.12,16,4,"both free and reduced price meals",0,4,3,3,"February 1992",7,65,0.95,0.95,1.06,"northj",198,NA,"New Jersey",NA,NA,4.25,NA,NA,0,1
"no","kfc","no",NA,0,12,0.12,10,NA,"free meals",0,3,4,3,"February 1992",11,25,2.34,0.8,0.85,"northj",199,NA,"New Jersey",NA,NA,4.35,9,0,0,1
"yes","bk","no",NA,0,60,0.2,18,9,"reduced price meals",0,3,4,3,"February 1992",6,15,0.98,0.91,1.06,"northj",200,NA,"New Jersey",NA,NA,4.25,33,0,0,1
"no","bk","no",NA,0,33,0.35,17,26,"reduced price meals",0,3,3,3,"February 1992",7,65,0.95,1.02,1.06,"northj",201,NA,"New Jersey",NA,NA,4.5,19.5,0,0,1
"yes","bk","no",NA,30,14,0.37,19,4,"reduced price meals",2,4,3,3,"February 1992",6,15,0.63,0.95,1.17,"northj",202,NA,"New Jersey",NA,NA,4.25,41,73.1707317073171,0,1
"no","bk","no",NA,9,12,0.15,17,26,"reduced price meals",2,2,3,3,"February 1992",7,50,0.95,0.95,1.06,"northj",203,NA,"New Jersey",NA,NA,4.25,17,52.9411764705882,0,1
"no","bk","no",NA,10,8.5,0.27,17.5,13,"reduced price meals",0,4,3,3,"February 1992",6.5,31,1.06,1,1.06,"northj",204,NA,"New Jersey",NA,NA,4.25,18.25,54.7945205479452,0,1
"no","kfc","yes",NA,8,10,0.25,12,8,"free meals",0,4,4,2,"February 1992",11,25,2.34,0.85,1.06,"northj",207,NA,"New Jersey",NA,NA,4.75,17,47.0588235294118,0,1
"no","roys","yes",NA,12,32,0.15,17,26,"reduced price meals",1,4,4,4,"February 1992",6,95,0.85,0.94,1.19,"northj",208,NA,"New Jersey",NA,NA,4.62,32,37.5,0,1
"no","roys","yes",NA,4,36,0.12,18,26,"reduced price meals",0,4,5,5,"February 1992",6,75,0.95,0.95,1.17,"northj",209,NA,"New Jersey",NA,NA,4.25,26,15.3846153846154,0,1
"yes","wendys","yes",NA,0,19,0.17,11.5,13,"reduced price meals",3,2,4,2,"February 1992",10.5,90,0.95,0.95,1.06,"northj",210,NA,"New Jersey",NA,NA,4.5,11.5,0,0,1
"no","bk","no",NA,3,28,NA,15,13,"reduced price meals",2,4,3,3,"February 1992",7,80,0.95,0.95,1.02,"southj",211,NA,"New Jersey",NA,NA,4.5,21,14.2857142857143,0,1
"no","bk","no",NA,11,17.5,0.17,16,13,"free meals",0,3,3,2,"February 1992",7,95,0.84,0.88,1.06,"southj",212,NA,"New Jersey",NA,NA,4.5,22.75,48.3516483516484,0,1
"no","bk","yes",NA,4.5,20,0.15,17.5,4,"reduced price meals",1,4,4,3,"February 1992",6.5,50,0.93,0.93,0.96,"southj",213,NA,"New Jersey",NA,NA,4.55,18.5,24.3243243243243,0,1
"no","bk","no",NA,2,30,0.25,16,6.5,"reduced price meals",0,3,2,2,"February 1992",7,75,0.91,0.89,1.02,"southj",214,NA,"New Jersey",NA,NA,4.62,20,10,0,1
"no","bk","no",NA,10,10,0.2,16,13,"reduced price meals",0,3,3,3,"February 1992",7,100,0.91,0.89,1.06,"southj",215,NA,"New Jersey",NA,NA,4.5,18,55.5555555555556,0,1
"no","kfc","no",NA,2,11,0.15,10.5,13,"free meals",0,3,4,3,"February 1992",11,100,2.77,0.95,1.06,"southj",216,NA,"New Jersey",NA,NA,4.25,10.5,19.047619047619,0,1
"no","kfc","yes",NA,2,13,0.17,10,13,"free meals",0,2,4,3,"February 1992",11,73,2.19,0.74,0.95,"southj",217,NA,"New Jersey",NA,NA,4.25,10.5,19.047619047619,0,1
"no","kfc","yes",NA,7,4,0.25,10,26,"free meals",0,2,3,2,"February 1992",11,5,2.34,0.74,0.85,"southj",218,NA,"New Jersey",NA,NA,4.35,11,63.6363636363636,0,1
"no","kfc","yes",NA,3,9,0.12,10,19,"reduced price meals",0,3,4,3,"February 1992",11,50,2.34,0.74,0.91,"southj",219,NA,"New Jersey",NA,NA,4.25,10.5,28.5714285714286,0,1
"no","kfc","no",NA,3,15,0.25,10,13,"reduced price meals",4,2,5,3,"February 1992",11,50,2.77,0.95,1.06,"southj",220,NA,"New Jersey",NA,NA,4.25,12.5,24,0,1
"no","kfc","no",NA,1,28,0.25,11,13,"free meals",0,3,4,3,"February 1992",11,95,2.56,0.95,1.02,"southj",221,NA,"New Jersey",NA,NA,4.6,18,5.55555555555556,0,1
"no","roys","yes",NA,2,24,0.25,12.5,13,"reduced price meals",3,3,3,1,"February 1992",9,75,1.06,0.85,1.12,"southj",222,NA,"New Jersey",NA,NA,4.25,17,11.7647058823529,0,1
"no","roys","yes",NA,3,18,0.25,16,13,"reduced price meals",2,3,3,2,"February 1992",6,30,NA,NA,NA,"southj",223,NA,"New Jersey",NA,NA,4.75,15,20,0,1
"no","roys","yes",NA,3,27,0.2,17,13,"reduced price meals",0,3,6,3,"February 1992",6,25,0.91,0.91,1.06,"southj",225,NA,"New Jersey",NA,NA,4.75,19.5,15.3846153846154,0,1
"no","wendys","no",NA,0,22,0.25,11.5,13,"free meals",0,2,2,2,"February 1992",10.5,60,0.95,0.71,0.95,"southj",226,NA,"New Jersey",NA,NA,4.25,13,0,0,1
"yes","wendys","no",NA,3,28.5,0.2,12.5,13,"both free and reduced price meals",0,3,2,2,"February 1992",10.5,20,0.95,0.86,0.95,"southj",228,NA,"New Jersey",NA,NA,4.5,20.25,14.8148148148148,0,1
"no","bk","no",NA,3,40,0.1,13.5,26,"reduced price meals",2,3,5,4,"February 1992",8.5,30,1.06,0.95,0.95,"northj",229,NA,"New Jersey",NA,NA,4.5,26,11.5384615384615,0,1
"no","bk","no",NA,0,25,0.1,17,26,"free meals",0,3,3,2,"February 1992",7,60,0.95,0.95,1.02,"northj",230,NA,"New Jersey",NA,NA,4.25,15.5,0,0,1
"yes","bk","no",NA,18,6,0.12,16,26,"both free and reduced price meals",3,3,3,3,"February 1992",7,46,0.95,0.95,1.06,"northj",232,NA,"New Jersey",NA,NA,4.75,24,75,0,1
"no","bk","no",NA,19,7,0.32,16,13,"reduced price meals",0,3,2,2,"February 1992",7,10,0.95,0.95,1.17,"northj",233,NA,"New Jersey",NA,NA,4.65,25.5,74.5098039215686,0,1
"no","bk","no",NA,5,17,0.21,16,26,"reduced price meals",2,1,3,2,"February 1992",7,100,1.04,0.95,1.02,"northj",235,NA,"New Jersey",NA,NA,4.25,14.5,34.4827586206897,0,1
"no","bk","no",NA,12,11,0.25,16,13,"reduced price meals",2,4,2,2,"February 1992",7,50,1.01,0.95,1.11,"northj",237,NA,"New Jersey",NA,NA,4.25,21.5,55.8139534883721,0,1
"no","kfc","yes",NA,0,22,0.12,12,9,"free meals",2,3,5,3,"February 1992",11,100,2.34,1.02,1.06,"northj",238,NA,"New Jersey",NA,NA,4.75,14,0,0,1
"no","kfc","no",NA,15,4,0.25,13.5,13,"free meals",1,3,5,3,"February 1992",10.5,35,2.74,0.95,1.05,"northj",239,NA,"New Jersey",NA,NA,4.25,20,75,0,1
"no","roys","yes",NA,7,25,0.25,16.5,8,"reduced price meals",0,3,6,3,"February 1992",6,40,0.74,1.02,1.07,"northj",243,NA,"New Jersey",NA,NA,4.5,22.5,31.1111111111111,0,1
"no","roys","yes",NA,12,30,0.25,18,4,"reduced price meals",3,3,4,3,"February 1992",6,40,1.02,1.12,1.17,"northj",244,NA,"New Jersey",NA,NA,4.25,30,40,0,1
"no","wendys","no",NA,0,40,0.1,15.5,13,"reduced price meals",3,4,2,2,"February 1992",10.5,75,1.06,1.05,1.06,"northj",247,NA,"New Jersey",NA,NA,4.5,24,0,0,1
"no","wendys","no",NA,8,16,0.37,16,13,"reduced price meals",2,6,2,2,"February 1992",10,NA,0.85,0.95,1.17,"northj",248,NA,"New Jersey",NA,NA,4.75,22,36.3636363636364,0,1
"no","bk","no",NA,6,6,0.25,15,4,"free meals",1,4,3,2,"February 1992",7,63,0.95,1.06,1.13,"southj",249,NA,"New Jersey",NA,NA,4.37,13,46.1538461538462,0,1
"no","kfc","yes",NA,1,4,0.3,10,13,"free meals",2,2,4,1,"February 1992",11,100,NA,NA,0.85,"southj",250,NA,"New Jersey",NA,NA,4.5,5,20,0,1
"no","roys","yes",NA,7,7,NA,13,52,"reduced price meals",0,3,2,2,"February 1992",7,NA,2.3,1.06,1.23,"southj",253,NA,"New Jersey",NA,NA,4.87,13.5,51.8518518518518,0,1
"no","bk","no",NA,20,10,0.2,16,39,"reduced price meals",2,3,2,2,"February 1992",7,10,0.91,0.88,1.02,"southj",257,NA,"New Jersey",NA,NA,4.25,28,71.4285714285714,0,1
"no","bk","no",NA,4,22,0.15,16,8,"reduced price meals",0,3,3,3,"February 1992",7,38,0.9,0.92,1.06,"southj",258,NA,"New Jersey",NA,NA,4.25,18,22.2222222222222,0,1
"yes","bk","yes",NA,10,20,0.17,16,4,"reduced price meals",2,4,4,2,"February 1992",7,100,0.88,0.93,1.06,"southj",260,NA,"New Jersey",NA,NA,4.25,24,41.6666666666667,0,1
"no","bk","no",NA,7,13,0.25,16.5,13,"reduced price meals",0,3,4,4,"February 1992",6.5,78,1.06,0.95,1.06,"southj",262,NA,"New Jersey",NA,NA,4.25,16.5,42.4242424242424,0,1
"yes","bk","no",NA,0,10,0.25,15,13,"both free and reduced price meals",5,2,2,2,"February 1992",7,60,0.91,0.88,1.02,"southj",264,NA,"New Jersey",NA,NA,4.25,7,0,0,1
"no","bk","no",NA,0,20,0.15,16,26,"reduced price meals",3,1,3,3,"February 1992",7,100,0.94,0.88,1.02,"southj",265,NA,"New Jersey",NA,NA,4.25,11,0,0,1
"no","bk","no",NA,6.5,20,0.22,16,26,"reduced price meals",0,3,3,2,"February 1992",7,80,0.8,0.8,0.9,"southj",267,NA,"New Jersey",NA,NA,4.25,19.5,33.3333333333333,0,1
"no","kfc","yes",NA,2,10,0.12,10,13,"reduced price meals",0,3,4,3,"February 1992",11,33,1.5,0.69,0.95,"southj",269,NA,"New Jersey",NA,NA,4.45,10,20,0,1
"no","kfc","yes",NA,2,14,0.2,10,13,"free meals",0,4,4,3,"February 1992",11,95,2.34,0.74,0.95,"southj",273,NA,"New Jersey",NA,NA,4.62,13,15.3846153846154,0,1
"no","kfc","yes",NA,4,4,0.25,11,9,"reduced price meals",0,4,4,3,"February 1992",11,38,2.34,0.79,0.95,"southj",275,NA,"New Jersey",NA,NA,4.25,10,40,0,1
"no","kfc","yes",NA,2,15,0.25,10,9,"both free and reduced price meals",0,3,3,3,"February 1992",11,10,2.34,0.85,0.95,"southj",277,NA,"New Jersey",NA,NA,4.25,12.5,16,0,1
"no","kfc","yes",NA,3,4,0.25,10,3,"reduced price meals",0,3,4,3,"February 1992",11,43,2.19,0.74,0.95,"southj",278,NA,"New Jersey",NA,NA,4.25,8,37.5,0,1
"no","roys","yes",NA,2,14,0.13,16,13,"reduced price meals",2,3,4,3,"February 1992",6,25,0.79,0.91,1.06,"southj",282,NA,"New Jersey",NA,NA,4.25,12,16.6666666666667,0,1
"yes","roys","yes",NA,5,23,0.25,16,13,"reduced price meals",1,4,5,4,"February 1992",6,88,0.91,0.91,1.02,"southj",284,NA,"New Jersey",NA,NA,4.5,20.5,24.390243902439,0,1
"no","roys","yes",NA,3,25,0.25,16,4,"reduced price meals",1,3,4,2,"February 1992",6,70,0.8,0.91,1.02,"southj",285,NA,"New Jersey",NA,NA,4.75,18.5,16.2162162162162,0,1
"no","roys","yes",NA,1,15,0.25,11.5,13,"reduced price meals",4,3,2,1,"February 1992",10,66,0.95,NA,1.12,"southj",286,NA,"New Jersey",NA,NA,4.75,11.5,8.69565217391304,0,1
"no","roys","yes",NA,3,18,0.17,16,13,"reduced price meals",2,3,5,3,"February 1992",6,70,0.95,0.91,1.06,"southj",287,NA,"New Jersey",NA,NA,4.5,15,20,0,1
"no","roys","yes",NA,0,20,0.25,16,NA,"reduced price meals",3,3,6,4,"February 1992",6,15,0.95,0.95,1.02,"southj",288,NA,"New Jersey",NA,NA,4.75,13,0,0,1
"no","roys","yes",NA,2,12,0.2,16,13,"reduced price meals",2,2,5,3,"February 1992",6,50,0.95,0.95,1.02,"southj",289,NA,"New Jersey",NA,NA,4.25,10,20,0,1
"no","wendys","no",NA,8,12,0.1,12.5,26,"both free and reduced price meals",1,3,2,2,"February 1992",10.5,35,0.95,0.89,0.95,"southj",290,NA,"New Jersey",NA,NA,4.75,17,47.0588235294118,0,1
"no","wendys","no",NA,4,20,0.12,11.5,16,"free meals",0,3,2,2,"February 1992",10.5,25,0.95,0.86,0.95,"southj",291,NA,"New Jersey",NA,NA,4.55,17,23.5294117647059,0,1
"no","wendys","no",NA,10,15,0.12,16,26,"free meals",2,3,2,1,"February 1992",7,2,0.95,0.92,0.95,"southj",292,NA,"New Jersey",NA,NA,4.8,20.5,48.780487804878,0,1
"no","bk","no",NA,8,9,0.12,16.5,26,"reduced price meals",3,3,3,3,"February 1992",6.5,100,0.95,0.95,1.06,"northj",295,NA,"New Jersey",NA,NA,4.75,15.5,51.6129032258064,0,1
"no","bk","yes",NA,9,15,0.05,16,13,"reduced price meals",1,3,3,3,"February 1992",7,100,0.98,0.91,1.06,"northj",297,NA,"New Jersey",NA,NA,4.25,19.5,46.1538461538462,0,1
"yes","roys","yes",NA,10,35,0.27,17,26,"reduced price meals",0,3,6,5,"February 1992",6,28,1.02,1,1.12,"northj",303,NA,"New Jersey",NA,NA,4.35,30.5,32.7868852459016,0,1
"no","roys","no",NA,10,20,0.37,17,26,"reduced price meals",3,3,5,3,"February 1992",6,50,2.24,1.27,1.27,"northj",304,NA,"New Jersey",NA,NA,4.5,23,43.4782608695652,0,1
"no","roys","yes",NA,0,20,NA,17,NA,"reduced price meals",2,3,5,4,"February 1992",6,NA,1.06,1.27,1.27,"northj",305,NA,"New Jersey",NA,NA,4.39,13,0,0,1
"no","roys","yes",NA,17.5,17.5,0.5,18,15,"reduced price meals",0,4,5,5,"February 1992",6,90,1.06,1.19,1.19,"northj",307,NA,"New Jersey",NA,NA,4.25,30.25,57.8512396694215,0,1
"yes","wendys","no",NA,0,28,0.25,11.5,13,"reduced price meals",2,4,2,1,"February 1992",10.5,61,1.94,0.91,0.91,"northj",310,NA,"New Jersey",NA,NA,4.25,18,0,0,1
"no","bk","no",NA,4,6,0.22,11,10,"free meals",3,3,3,1,"February 1992",8,100,0.93,1.06,1.22,"southj",312,NA,"New Jersey",NA,NA,4.25,10,40,0,1
"no","bk","no",NA,11,9,0.25,15,4,"free meals",0,4,3,2,"February 1992",7,80,0.94,0.93,1.06,"southj",313,NA,"New Jersey",NA,NA,4.5,19.5,56.4102564102564,0,1
"no","bk","no",NA,8,12,0.25,15,4,"free meals",8,3,3,2,"February 1992",7,80,0.91,0.95,1.06,"southj",314,NA,"New Jersey",NA,NA,4.62,17,47.0588235294118,0,1
"no","bk","yes",NA,15,15,0.25,16,8,"reduced price meals",0,3,3,2,"February 1992",7,10,0.87,0.92,1.06,"southj",316,NA,"New Jersey",NA,NA,4.62,25.5,58.8235294117647,0,1
"no","bk","no",NA,0,8,0.17,12,13,"free meals",3,2,3,1,"February 1992",8,100,0.96,0.93,1.22,"southj",317,NA,"New Jersey",NA,NA,4.25,6,0,0,1
"yes","kfc","no",NA,5,7,0.25,12,13,"reduced price meals",3,3,3,3,"February 1992",11,36,2.61,0.98,1.23,"southj",318,NA,"New Jersey",NA,NA,4.75,11.5,43.4782608695652,0,1
"yes","kfc","no",NA,0,11,0.12,12.5,2.5,"reduced price meals",2,3,NA,NA,"February 1992",10.5,NA,3.95,0.85,1.06,"southj",319,NA,"New Jersey",NA,NA,4.62,8.5,0,0,1
"no","roys","yes",NA,8,13,0.15,16,13,"reduced price meals",0,4,6,2,"February 1992",6,25,1.02,1.06,1.06,"southj",322,NA,"New Jersey",NA,NA,4.75,18.5,43.2432432432432,0,1
"no","roys","yes",NA,4,15,0.25,15,10,"reduced price meals",0,4,6,3,"February 1992",6,50,0.79,1.06,1.09,"southj",325,NA,"New Jersey",NA,NA,4.5,15.5,25.8064516129032,0,1
"no","bk","no",NA,2,16.5,0.2,15,13,"reduced price meals",0,4,4,NA,"February 1992",7,100,0.82,0.88,1.02,"centralj",333,NA,"New Jersey",NA,NA,4.25,14.25,14.0350877192982,0,1
"no","bk","no",NA,28,12,0.2,15,4,"reduced price meals",2,4,3,2,"February 1992",7,80,0.93,0.91,1.02,"southj",336,NA,"New Jersey",NA,NA,4.5,38,73.6842105263158,0,1
"no","bk","yes",NA,5,29.5,0.3,17,NA,"both free and reduced price meals",0,5,4,3,"February 1992",7,90,0.93,0.93,1.06,"southj",337,NA,"New Jersey",NA,NA,4.87,24.75,20.2020202020202,0,1
"no","bk","yes",NA,18,6,0.37,16,26,"both free and reduced price meals",2,2,3,3,"February 1992",7,70,0.95,0.85,1.06,"southj",339,NA,"New Jersey",NA,NA,4.25,23,78.2608695652174,0,1
"no","bk","no",NA,6,30,0.1,14.5,26,"reduced price meals",3,3,5,4,"February 1992",7.5,30,0.85,0.95,0.96,"southj",340,NA,"New Jersey",NA,NA,4.25,24,25,0,1
"no","kfc","yes",NA,2,7,0.25,9.5,4,"free meals",0,2,3,3,"February 1992",11,33,2.34,0.74,0.95,"southj",341,NA,"New Jersey",NA,NA,4.62,7.5,26.6666666666667,0,1
"no","kfc","yes",NA,10,6,0.25,10.5,26,"reduced price meals",0,2,4,3,"February 1992",11,43,2.34,0.74,0.95,"southj",343,NA,"New Jersey",NA,NA,4.75,15,66.6666666666667,0,1
"no","kfc","yes",NA,2,10.5,0.2,10,19,"reduced price meals",0,2,4,3,"February 1992",11,NA,NA,NA,0.95,"southj",346,NA,"New Jersey",NA,NA,4.25,9.25,21.6216216216216,0,1
"no","roys","yes",NA,3,10.5,0.2,10.5,13,"reduced price meals",0,3,3,2,"February 1992",10.5,75,0.95,1.06,1.02,"centralj",348,NA,"New Jersey",NA,NA,4.25,11.25,26.6666666666667,0,1
"no","roys","yes",NA,8,9,0.37,16,13,"reduced price meals",0,4,5,NA,"February 1992",6,60,1.12,0.91,1.06,"southj",350,NA,"New Jersey",NA,NA,4.75,16.5,48.4848484848485,0,1
"no","roys","yes",NA,2,27.5,NA,16,NA,"reduced price meals",1,3,4,3,"February 1992",6,NA,0.95,0.9,1.02,"southj",351,NA,"New Jersey",NA,NA,4.25,18.75,10.6666666666667,0,1
"no","roys","yes",NA,0,19,0.25,11.5,8,"reduced price meals",0,4,2,2,"February 1992",10,50,0.99,0.91,1.12,"northj",352,NA,"New Jersey",NA,NA,4.75,13.5,0,0,1
"no","roys","yes",NA,7.5,22.5,0.22,16,13,"reduced price meals",0,3,5,3,"February 1992",6,90,0.95,0.85,1.07,"southj",353,NA,"New Jersey",NA,NA,4.37,21.75,34.4827586206897,0,1
"yes","wendys","no",NA,2,17,0.15,11.5,26,"free meals",0,3,2,2,"February 1992",10.5,100,0.95,0.92,0.95,"centralj",355,NA,"New Jersey",NA,NA,4.87,13.5,14.8148148148148,0,1
"no","bk","yes",NA,0,22,0.17,15,26,"reduced price meals",1,4,3,3,"February 1992",7,100,0.82,0.85,1.02,"southj",359,NA,"New Jersey",NA,NA,4.25,15,0,0,1
"yes","bk","no",NA,3,25,0.15,15,13,"reduced price meals",0,2,3,3,"February 1992",7,100,0.89,0.84,1.06,"southj",360,NA,"New Jersey",NA,NA,4.25,17.5,17.1428571428571,0,1
"no","bk","no",NA,6,13,0.22,16,26,"reduced price meals",0,5,3,3,"February 1992",7,100,0.85,0.91,1.02,"southj",361,NA,"New Jersey",NA,NA,4.25,17.5,34.2857142857143,0,1
"yes","kfc","no",NA,6,13,0.66,12.5,13,"reduced price meals",0,NA,5,3,"February 1992",10.5,100,2.45,0.81,1.06,"southj",362,NA,"New Jersey",NA,NA,4.25,NA,NA,0,1
"no","kfc","no",NA,0,25,0.18,12.5,18,"reduced price meals",2,3,4,3,"February 1992",10.5,75,2.45,0.8,1.06,"southj",363,NA,"New Jersey",NA,NA,4.25,15.5,0,0,1
"yes","kfc","no",NA,3.5,20,0.12,12,13,"reduced price meals",3,3,4,4,"February 1992",11,NA,2.45,0.85,0.95,"southj",364,NA,"New Jersey",NA,NA,4.25,16.5,21.2121212121212,0,1
"no","roys","no",NA,2,17,0.25,11.5,13,"reduced price meals",3,3,5,4,"February 1992",10.5,50,0.63,0.91,1.02,"southj",366,NA,"New Jersey",NA,NA,4.5,13.5,14.8148148148148,0,1
"no","wendys","no",NA,0,20,0.15,12.5,13,"both free and reduced price meals",1,3,2,1,"February 1992",10.5,20,0.95,0.86,0.89,"southj",368,NA,"New Jersey",NA,NA,4.25,13,0,0,1
"no","bk","yes",NA,0,15,0.12,15,18,"reduced price meals",1,4,3,2,"February 1992",7,87,1.17,1.06,1.17,"northj",369,NA,"New Jersey",NA,NA,4.35,11.5,0,0,1
"no","bk","no",NA,20,11.5,0.25,16,18,"both free and reduced price meals",0,3.3,3,2,"February 1992",7,80,0.95,0.95,1.06,"northj",370,NA,"New Jersey",NA,NA,4.85,29.05,68.8468158347676,0,1
"no","bk","no",NA,4,10,0.1,14,13,"reduced price meals",3,4,8,4,"February 1992",8,NA,0.96,0.95,0.95,"northj",376,NA,"New Jersey",NA,NA,4.5,13,30.7692307692308,0,1
"yes","bk","no",NA,12,6,0.15,14,26,"reduced price meals",3,3,3,2,"February 1992",8,90,0.95,0.95,1.06,"northj",377,NA,"New Jersey",NA,NA,4.25,18,66.6666666666667,0,1
"no","bk","no",NA,20,12,0.17,16,26,"both free and reduced price meals",0,4,3,2,"February 1992",7,30,0.95,1.06,1.06,"northj",379,NA,"New Jersey",NA,NA,4.62,30,66.6666666666667,0,1
"no","bk","no",NA,10,15,0.2,16,52,"both free and reduced price meals",0,3,3,2,"February 1992",7,50,0.95,0.95,1.06,"northj",380,NA,"New Jersey",NA,NA,4.5,20.5,48.780487804878,0,1
"no","bk","no",NA,6,4,0.25,16,26,"free meals",3,2,2,2,"February 1992",7,30,0.95,0.95,1.15,"northj",383,NA,"New Jersey",NA,NA,4.5,10,60,0,1
"no","bk","no",NA,NA,NA,0.25,16,26,"reduced price meals",3,3,3,2,"February 1992",7,NA,0.95,0.95,1.06,"northj",384,NA,"New Jersey",NA,NA,4.65,NA,NA,0,1
"yes","bk","no",NA,16,14,0.15,17,NA,"free meals",2,3,3,2,"February 1992",7,25,NA,NA,NA,"northj",385,NA,"New Jersey",NA,NA,4.25,26,61.5384615384615,0,1
"no","bk","no",NA,0,19,0.25,17,39,"free meals",0,3,3,2,"February 1992",7,NA,0.95,0.95,1.06,"northj",386,NA,"New Jersey",NA,NA,4.25,12.5,0,0,1
"no","kfc","no",NA,15,5,0.12,10,6,"reduced price meals",3,2,3,3,"February 1992",11,12,2.66,1.06,1.06,"northj",391,NA,"New Jersey",NA,NA,4.25,19.5,76.9230769230769,0,1
"no","kfc","yes",NA,4,10,0.25,11,2,"reduced price meals",4,3,3,2,"February 1992",11,100,2.77,1.27,1.17,"northj",393,NA,"New Jersey",NA,NA,4.62,12,33.3333333333333,0,1
"no","roys","yes",NA,24,16,0.37,17,9,"reduced price meals",1,4,5,3,"February 1992",6,10,2.13,1.07,1.27,"northj",396,NA,"New Jersey",NA,NA,4.87,36,66.6666666666667,0,1
"no","roys","yes",NA,4,28,0.62,17,52,"reduced price meals",2,3,4,3,"February 1992",6,85,1.06,1.02,1.12,"northj",397,NA,"New Jersey",NA,NA,4.25,21,19.047619047619,0,1
"no","roys","yes",NA,14,13,0.15,17,13,"reduced price meals",1,4,5,4,"February 1992",6,25,1.06,1.06,1.12,"northj",398,NA,"New Jersey",NA,NA,4.75,24.5,57.1428571428571,0,1
"yes","roys","yes",NA,13,8,0.3,17,18,"reduced price meals",0,3,7,3,"February 1992",6,NA,1.12,1.04,1.27,"northj",399,NA,"New Jersey",NA,NA,4.87,20,65,0,1
"no","roys","yes",NA,16,15,0.5,17,39,"both free and reduced price meals",0,3,5,5,"February 1992",6,50,1.06,1.06,1.2,"northj",400,NA,"New Jersey",NA,NA,4.5,26.5,60.377358490566,0,1
"yes","roys","no",NA,8,6,0.17,16,13,"reduced price meals",0,4,6,4,"February 1992",7,18,1.02,1.02,1.12,"northj",401,NA,"New Jersey",NA,NA,4.25,15,53.3333333333333,0,1
"no","roys","yes",NA,11,10,0.25,16,26,"reduced price meals",2,3,4,2,"February 1992",6,20,1.06,1.02,1.12,"northj",402,NA,"New Jersey",NA,NA,4.75,19,57.8947368421053,0,1
"no","roys","yes",NA,6,17,0.12,17,26,"reduced price meals",3,3,7,4,"February 1992",6,57,1.06,1.02,1.12,"northj",405,NA,"New Jersey",NA,NA,4.32,17.5,34.2857142857143,0,1
"no","bk","no",NA,0,35,0.1,16,26,"both free and reduced price meals",0,3,4,3,"February 1992",7,NA,1.02,1.12,1.04,"northj",410,NA,"New Jersey",NA,NA,4.25,20.5,0,0,1
"no","bk","no",NA,0,36,0.1,16,26,"reduced price meals",1,3,5,4,"February 1992",7,100,1.09,1.02,1.16,"northj",411,NA,"New Jersey",NA,NA,4.5,21,0,0,1
"no","kfc","no",NA,0,17,0.37,11,NA,"free meals",0,2,5,2,"February 1992",11,18,2.34,1.02,1.06,"centralj",412,NA,"New Jersey",NA,NA,4.5,10.5,0,0,1
"no","bk","no",NA,0,36,0.5,17,9,"free meals",0,5,4,3,"February 1992",6,100,1.06,1.02,1.12,"northj",413,NA,"New Jersey",NA,NA,4.25,23,0,0,1
"no","bk","no",NA,0,36,NA,16,26,"free meals",0,5,4,2,"February 1992",7,45,1.11,0.95,1.06,"northj",414,NA,"New Jersey",NA,NA,4.25,23,0,0,1
"yes","bk","no",NA,8,32,NA,16,9,"reduced price meals",0,5,5,3,"February 1992",7,65,0.98,0.91,1.06,"northj",415,NA,"New Jersey",NA,NA,4.25,29,27.5862068965517,0,1
"yes","bk","yes",NA,4,28,0.2,16,13,"reduced price meals",0,3,4,4,"February 1992",7,90,1.07,0.94,1.05,"northj",417,NA,"New Jersey",NA,NA,4.25,21,19.047619047619,0,1
"yes","bk","no",NA,30,15,0.1,15,26,"reduced price meals",2,4,4,3,"February 1992",8,10,0.52,1.01,1.02,"northj",418,NA,"New Jersey",NA,NA,4.25,41.5,72.289156626506,0,1
"no","kfc","yes",NA,3,10,0.5,11,NA,"reduced price meals",4,4,4,4,"February 1992",11,15,2.34,0.85,1.06,"northj",419,NA,"New Jersey",NA,NA,4.25,12,25,0,1
